timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1771730914331,00002,3,1,0,0,3,2,10.287908,67.000000,4,11.008465,69.000000,2,2.422371,51.000000,6,-3.483205,39.000000,5,-10.746520,25.000000,8,-14.828341,16.000000,7,-16.906919,12.000000,,,,,,
1771730914331,00005,3,1,0,0,3,5,10.172519,67.000000,8,8.487683,63.000000,4,8.344218,63.000000,6,5.581265,58.000000,2,0.881173,48.000000,7,-4.304964,38.000000,5,-18.101166,10.000000,,,,,,
1771730914331,00017,3,1,0,0,3,17,20.962717,89.000000,8,2.731930,52.000000,2,1.335458,49.000000,4,-2.642469,41.000000,5,-10.178207,26.000000,7,-14.446188,17.000000,6,-28.716929,0.000000,,,,,,
1771730914431,00002,3,3,0,0,3,2,10.284121,67.000000,4,11.680160,70.000000,2,0.509280,47.000000,6,-7.142310,32.000000,5,-8.932678,28.000000,8,-18.038799,10.000000,7,-19.656936,7.000000,,,,,,
1771730914431,00005,3,3,0,0,3,5,12.740740,72.000000,8,8.138849,63.000000,4,6.284582,59.000000,2,5.211582,57.000000,6,4.711425,56.000000,7,-4.630844,37.000000,5,-15.215454,16.000000,,,,,,
1771730914431,00017,3,3,0,0,3,17,10.202877,67.000000,2,12.710833,72.000000,8,0.142158,47.000000,5,-7.482797,31.000000,4,-11.208483,24.000000,7,-13.512269,19.000000,6,-29.442932,0.000000,,,,,,
1771730914531,00002,3,3,0,0,3,2,6.460920,59.000000,4,9.257439,65.000000,2,4.545867,56.000000,6,1.977007,50.000000,5,-9.387244,27.000000,8,-18.360042,9.000000,7,-19.372079,7.000000,,,,,,
1771730914531,00005,3,3,0,0,3,5,14.357364,75.000000,4,9.624200,66.000000,8,7.785067,62.000000,6,2.845541,52.000000,7,-0.392276,46.000000,2,-4.635074,37.000000,5,-13.240569,20.000000,,,,,,
1771730914531,00017,3,3,0,0,3,17,9.246172,65.000000,2,2.783607,52.000000,8,-0.108553,46.000000,4,-7.580163,31.000000,5,-9.264202,28.000000,7,-19.748025,7.000000,6,-26.040026,0.000000,,,,,,
1771730914631,00002,3,3,0,0,3,2,10.575866,68.000000,4,9.440029,65.000000,2,7.444278,61.000000,6,-2.247144,42.000000,5,-9.708005,27.000000,8,-20.482351,5.000000,7,-20.645865,5.000000,,,,,,
