timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1771730914331,00011,2,1,0,0,6,11,16.363999,79.000000,2,13.173512,73.000000,5,3.190415,53.000000,8,2.402314,51.000000,7,-0.253055,46.000000,3,-0.945191,44.000000,4,-9.566028,27.000000,,,,,,
1771730914331,00012,2,1,0,0,6,12,14.850312,76.000000,7,5.899695,58.000000,8,5.080506,57.000000,2,-1.865249,43.000000,4,-9.113210,28.000000,3,-14.877891,16.000000,5,-15.775224,15.000000,,,,,,
1771730914431,00011,2,2,0,0,6,11,18.174615,83.000000,2,19.053303,85.000000,5,6.006183,58.000000,8,0.553960,47.000000,3,-1.229486,44.000000,7,-5.654697,35.000000,4,-8.450910,29.000000,,,,,,
1771730914431,00012,2,2,0,0,6,12,13.218089,73.000000,7,9.154540,65.000000,8,2.407765,51.000000,2,-2.971384,40.000000,4,-6.695017,33.000000,3,-12.345029,21.000000,5,-17.765791,11.000000,,,,,,
1771730914531,00011,2,2,0,0,6,11,17.591459,82.000000,2,17.297824,81.000000,5,6.718492,60.000000,3,2.137865,51.000000,8,0.666786,48.000000,4,-5.900390,34.000000,7,-6.629266,33.000000,,,,,,
1771730914531,00012,2,2,0,0,6,12,13.144833,73.000000,7,12.881065,72.000000,8,2.613711,52.000000,2,0.579462,48.000000,4,-6.722234,33.000000,3,-10.039380,26.000000,5,-15.843909,14.000000,,,,,,
1771730914631,00011,2,2,0,0,6,11,9.380019,65.000000,2,14.391670,75.000000,5,1.491974,49.000000,3,0.950976,48.000000,8,0.723555,48.000000,7,-4.100182,38.000000,4,-10.611251,25.000000,,,,,,
1771730914631,00012,2,2,0,0,6,12,12.339843,71.000000,7,12.930642,72.000000,2,2.511108,51.000000,8,0.806240,48.000000,4,-5.274944,36.000000,3,-10.578728,25.000000,5,-13.526329,19.000000,,,,,,
1771730914731,00011,1,1,0,0,6,11,13.197482,73.000000,2,17.461910,82.000000,8,1.315179,49.000000,3,-0.243061,46.000000,5,-0.503253,45.000000,7,-6.808664,33.000000,4,-9.943407,26.000000,,,,,,
1771730914831,00012,1,0,0,0,6,12,31.560453,110.000000,7,11.593959,70.000000,8,0.221279,47.000000,2,-2.401822,42.000000,4,-10.479516,25.000000,5,-12.370362,21.000000,3,-14.003959,18.000000,,,,,,
1771730914931,00012,1,1,0,0,6,12,31.713016,110.000000,7,11.174000,69.000000,2,-0.320228,46.000000,8,-0.639460,45.000000,4,-8.395001,29.000000,5,-12.406257,21.000000,3,-14.224343,18.000000,,,,,,
1771730915031,00012,2,1,0,0,6,12,44.268589,127.000000,7,10.842896,68.000000,8,4.375676,55.000000,2,1.790699,50.000000,4,-4.703272,37.000000,5,-10.087495,26.000000,3,-14.250156,18.000000,,,,,,
1771730915031,00011,2,1,0,0,6,11,12.407515,71.000000,2,3.451929,53.000000,5,0.479177,47.000000,3,-1.490323,43.000000,8,-2.168260,42.000000,7,-2.810510,41.000000,4,-14.598016,17.000000,,,,,,
1771730915131,00012,2,2,0,0,6,12,46.587084,127.000000,7,7.050628,61.000000,8,2.380270,51.000000,2,0.552171,47.000000,4,-8.630797,29.000000,3,-11.082440,24.000000,5,-15.043900,16.000000,,,,,,
1771730915131,00011,2,2,0,0,6,11,17.187547,81.000000,7,1.965025,50.000000,5,0.362413,47.000000,3,-2.417149,41.000000,8,-6.882647,32.000000,2,-6.935672,32.000000,4,-10.205474,26.000000,,,,,,
1771730915231,00012,3,2,0,0,6,12,45.899475,127.000000,7,11.545983,70.000000,8,3.425889,53.000000,2,0.867842,48.000000,4,-8.105865,30.000000,3,-13.089047,20.000000,5,-13.989862,18.000000,,,,,,
1771730915231,00011,3,2,0,0,6,11,16.905037,80.000000,7,4.085916,55.000000,5,-0.732615,45.000000,2,-2.244822,42.000000,3,-9.043515,28.000000,4,-12.365249,21.000000,8,-22.740063,1.000000,,,,,,
1771730915231,00016,3,2,0,0,6,16,16.723946,80.000000,5,9.647351,66.000000,4,1.742088,50.000000,2,-2.673335,41.000000,7,-10.528457,25.000000,8,-11.603674,23.000000,3,-11.641348,23.000000,,,,,,
1771730915331,00012,3,3,0,0,6,12,32.691873,112.000000,7,12.903521,72.000000,8,5.002803,56.000000,2,0.738758,48.000000,4,-6.978489,32.000000,5,-11.308724,24.000000,3,-12.774475,21.000000,,,,,,
1771730915331,00011,3,3,0,0,6,11,15.100006,77.000000,7,6.379877,59.000000,5,1.817525,50.000000,3,-5.909644,34.000000,2,-10.281873,26.000000,4,-13.332173,19.000000,8,-17.572110,11.000000,,,,,,
1771730915331,00016,3,3,0,0,6,16,21.875463,90.000000,5,27.805498,102.000000,4,9.256229,65.000000,2,-2.371570,42.000000,3,-5.785895,35.000000,7,-12.575455,21.000000,8,-12.746555,21.000000,,,,,,
1771730915431,00012,2,2,0,0,6,12,29.442759,106.000000,7,13.411534,73.000000,2,4.960229,56.000000,8,3.423303,53.000000,4,-5.973299,34.000000,3,-9.773778,27.000000,5,-13.413684,19.000000,,,,,,
1771730915431,00011,2,2,0,0,6,11,19.059853,85.000000,7,5.231970,57.000000,5,1.450112,49.000000,3,-5.862757,35.000000,2,-6.736603,33.000000,4,-8.453118,29.000000,8,-15.839161,14.000000,,,,,,
1771730915531,00012,2,2,0,0,6,12,29.086507,105.000000,7,9.213278,65.000000,2,2.896028,52.000000,8,-0.974174,44.000000,4,-4.226382,38.000000,3,-12.465519,21.000000,5,-14.393019,17.000000,,,,,,
1771730915531,00011,2,2,0,0,6,11,15.539402,78.000000,7,2.682942,52.000000,5,-0.669583,45.000000,2,-4.371966,38.000000,3,-10.299401,26.000000,4,-10.760463,25.000000,8,-17.411202,11.000000,,,,,,
1771730915631,00012,2,2,0,0,6,12,25.781658,98.000000,7,8.791083,64.000000,2,4.214554,55.000000,8,-0.194510,46.000000,4,-4.656276,37.000000,3,-11.552915,23.000000,5,-13.848232,18.000000,,,,,,
1771730915631,00011,2,2,0,0,6,11,24.403547,96.000000,7,4.002914,54.000000,5,-0.176938,46.000000,2,-4.695523,37.000000,3,-8.319626,30.000000,4,-14.051999,18.000000,8,-16.983785,12.000000,,,,,,
