timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1771730914331,00003,4,2,0,0,7,3,13.084486,73.000000,8,10.151231,67.000000,6,8.280312,63.000000,2,7.400820,61.000000,5,-7.217838,32.000000,4,-10.175671,26.000000,3,-10.821833,25.000000,,,,,,
1771730914331,00014,4,2,0,0,7,14,5.500657,57.000000,8,5.140287,57.000000,3,-1.262333,44.000000,4,-4.718505,37.000000,5,-5.763552,35.000000,2,-5.911901,34.000000,6,-7.365948,32.000000,,,,,,
1771730914331,00015,4,2,0,0,7,15,18.877557,84.000000,2,4.358768,55.000000,6,3.558238,54.000000,8,1.180002,49.000000,5,-5.473913,35.000000,3,-20.024500,6.000000,4,-29.702883,0.000000,,,,,,
1771730914331,00021,4,2,0,0,7,21,22.406789,92.000000,8,10.545733,68.000000,3,6.284640,59.000000,4,3.321466,53.000000,2,-2.488167,41.000000,6,-6.891982,32.000000,5,-12.612597,21.000000,,,,,,
1771730914431,00003,4,4,0,0,7,3,6.987905,60.000000,2,10.907320,68.000000,8,7.822956,62.000000,6,7.818238,62.000000,5,-3.486714,39.000000,4,-8.120028,30.000000,3,-9.883046,26.000000,,,,,,
1771730914431,00014,4,4,0,0,7,14,9.305272,65.000000,8,6.268367,59.000000,6,-0.104221,46.000000,4,-2.537445,41.000000,3,-3.473995,39.000000,5,-6.795986,33.000000,2,-6.810668,33.000000,,,,,,
1771730914431,00015,4,4,0,0,7,15,17.606441,82.000000,2,4.500987,55.000000,6,1.958925,50.000000,8,-3.327214,40.000000,5,-7.129774,32.000000,3,-16.136773,14.000000,4,-29.558601,0.000000,,,,,,
1771730914431,00021,4,4,0,0,7,21,21.538227,90.000000,8,9.305216,65.000000,3,6.377476,59.000000,4,4.067160,55.000000,2,-2.830684,41.000000,6,-8.116846,30.000000,5,-9.287746,28.000000,,,,,,
1771730914531,00014,3,3,0,0,7,14,2.233140,51.000000,8,4.160495,55.000000,6,1.821789,50.000000,4,-0.909358,45.000000,2,-3.600809,39.000000,5,-5.437743,35.000000,3,-6.425670,33.000000,,,,,,
1771730914531,00015,3,3,0,0,7,15,16.102667,79.000000,2,7.493982,61.000000,6,-0.653314,45.000000,8,-3.659008,39.000000,5,-5.426699,35.000000,3,-14.508509,17.000000,4,-29.750310,0.000000,,,,,,
