% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.324	0	0	33	5	4	26	7708	0
0.325	0	0	33	6	11	0	349	0
0.326	0	0	33	7	8	0	349	0
0.327	0	0	33	8	12	0	349	0
0.328	0	0	33	9	15	0	349	0
0.329	0	0	33	10	20	0	349	0
0.33	0	0	34	1	4	26	7708	0
0.331	0	0	34	2	5	26	7708	0
0.332	0	0	34	3	11	26	7708	0
0.333	0	0	34	4	8	26	7708	0
0.334	0	0	34	5	12	24	6882	0
0.335	0	0	34	6	15	26	7708	0
0.336	0	0	34	7	20	0	349	0
0.337	0	0	34	8	5	26	7708	0
0.344	0	0	35	5	11	26	7708	0
0.345	0	0	35	6	10	28	9422	0
0.346	0	0	35	7	8	26	7708	0
0.347	0	0	35	8	12	24	6882	0
0.348	0	0	35	9	15	26	7708	0
0.349	0	0	35	10	20	28	9422	0
0.35	0	0	36	1	4	26	7708	0
0.351	0	0	36	2	4	26	7708	0
0.352	0	0	36	3	5	26	7708	0
0.359	0	0	36	10	5	26	7708	0
0.367	0	0	37	8	11	26	7708	0
0.368	0	0	37	9	8	26	7708	0
0.369	0	0	37	10	12	24	6882	0
0.37	0	0	38	1	15	26	7708	0
0.371	0	0	38	2	20	28	9422	0
0.372	0	0	38	3	5	26	7708	0
0.373	0	0	38	4	11	26	7708	0
0.374	0	0	38	5	8	26	7708	0
0.375	0	0	38	6	12	24	6882	0
0.376	0	0	38	7	15	26	7708	0
0.377	0	0	38	8	20	28	9422	0
0.378	0	0	38	9	4	26	7708	0
0.379	0	0	38	10	4	26	7708	0
0.388	0	0	39	9	11	26	7708	0
0.389	0	0	39	10	8	26	7708	0
0.39	0	0	40	1	12	24	6882	0
0.391	0	0	40	2	15	26	7708	0
0.393	0	0	40	4	20	28	9422	0
0.394	0	0	40	5	5	26	7708	0
0.395	0	0	40	6	11	26	7708	0
0.396	0	0	40	7	8	26	7708	0
0.397	0	0	40	8	12	24	6882	0
0.398	0	0	40	9	15	26	7708	0
0.399	0	0	40	10	20	28	9422	0
0.4	0	0	41	1	5	26	7708	0
0.406	0	0	41	7	4	26	7708	0
0.408	0	0	41	9	11	26	7708	0
0.409	0	0	41	10	8	26	7708	0
0.41	0	0	42	1	12	24	6882	0
0.411	0	0	42	2	15	26	7708	0
0.412	0	0	42	3	20	28	9422	0
0.413	0	0	42	4	4	26	7708	0
0.414	0	0	42	5	5	26	7708	0
0.415	0	0	42	6	11	26	7708	0
0.416	0	0	42	7	8	26	7708	0
0.417	0	0	42	8	12	24	6882	0
0.418	0	0	42	9	15	26	7708	0
0.421	0	0	43	2	5	26	7708	0
0.428	0	0	43	9	11	26	7708	0
0.429	0	0	43	10	8	26	7708	0
0.43	0	0	44	1	12	24	6882	0
0.431	0	0	44	2	15	26	7708	0
0.432	0	0	44	3	20	28	9422	0
0.433	0	0	44	4	5	26	7708	0
0.434	0	0	44	5	11	26	7708	0
0.435	0	0	44	6	8	26	7708	0
0.436	0	0	44	7	12	24	6882	0
0.437	0	0	44	8	15	26	7708	0
0.438	0	0	44	9	20	28	9422	0
0.439	0	0	44	10	4	26	7708	0
0.44	0	0	45	1	4	26	7708	0
0.446	0	0	45	7	4	26	7708	0
0.449	0	0	45	10	11	26	7708	0
0.45	0	0	46	1	8	26	7708	0
0.451	0	0	46	2	12	24	6882	0
0.452	0	0	46	3	15	26	7708	0
0.453	0	0	46	4	20	28	9422	0
0.455	0	0	46	6	5	26	7708	0
0.456	0	0	46	7	21	28	9422	0
0.46	0	0	47	1	4	26	7708	0
0.461	0	0	47	2	21	28	9422	0
0.467	0	0	47	8	4	26	7708	0
0.472	0	0	48	3	11	26	7708	0
0.473	0	0	48	4	8	26	7708	0
0.474	0	0	48	5	12	24	6882	0
0.475	0	0	48	6	15	26	7708	0
0.476	0	0	48	7	21	28	9422	0
0.477	0	0	48	8	20	28	9422	0
0.478	0	0	48	9	5	26	7708	0
0.479	0	0	48	10	11	26	7708	0
0.48	0	0	49	1	8	26	7708	0
0.481	0	0	49	2	21	28	9422	0
0.482	0	0	49	3	21	28	9422	0
0.494	0	0	50	5	11	26	7708	0
0.495	0	0	50	6	4	26	7708	0
0.496	0	0	50	7	21	28	9422	0
0.497	0	0	50	8	8	26	7708	0
0.498	0	0	50	9	12	24	6882	0
0.499	0	0	50	10	15	26	7708	0
0.5	0	0	51	1	20	28	9422	0
0.501	0	0	51	2	4	26	7708	0
0.502	0	0	51	3	5	26	7708	0
0.504	0	0	51	5	8	26	7708	0
0.505	0	0	51	6	12	24	6882	0
0.506	0	0	51	7	15	26	7708	0
0.507	0	0	51	8	20	28	9422	0
0.508	0	0	51	9	18	28	9422	0
0.513	0	0	52	4	18	28	9422	0
0.515	0	0	52	6	4	26	7708	0
0.519	0	0	52	10	11	26	7708	0
0.52	0	0	53	1	8	26	7708	0
0.521	0	0	53	2	12	24	6882	0
0.522	0	0	53	3	15	26	7708	0
0.523	0	0	53	4	20	28	9422	0
0.524	0	0	53	5	5	26	7708	0
0.525	0	0	53	6	11	26	7708	0
0.526	0	0	53	7	8	26	7708	0
0.527	0	0	53	8	12	24	6882	0
0.529	0	0	53	10	15	26	7708	0
0.53	0	0	54	1	20	28	9422	0
0.531	0	0	54	2	5	26	7708	0
0.532	0	0	54	3	18	28	9422	0
0.536	0	0	54	7	4	26	7708	0
0.538	0	0	54	9	18	28	9422	0
0.539	0	0	54	10	21	28	9422	0
0.542	0	0	55	3	5	26	7708	0
0.543	0	0	55	4	11	26	7708	0
0.544	0	0	55	5	21	28	9422	0
0.545	0	0	55	6	8	26	7708	0
0.547	0	0	55	8	12	24	6882	0
0.548	0	0	55	9	15	26	7708	0
0.549	0	0	55	10	20	28	9422	0
0.554	0	0	56	5	12	24	6882	0
0.555	0	0	56	6	15	26	7708	0
0.556	0	0	56	7	20	28	9422	0
0.558	0	0	56	9	18	28	9422	0
0.559	0	0	56	10	21	28	9422	0
0.562	0	0	57	3	18	28	9422	0
0.564	0	0	57	5	18	28	9422	0
0.565	0	0	57	6	21	28	9422	0
0.567	0	0	57	8	15	26	7708	0
0.569	0	0	57	10	4	26	7708	0
0.57	0	0	58	1	4	26	7708	0
0.572	0	0	58	3	20	28	9422	0
0.573	0	0	58	4	5	26	7708	0
0.574	0	0	58	5	11	26	7708	0
0.575	0	0	58	6	8	26	7708	0
0.576	0	0	58	7	4	26	7708	0
0.577	0	0	58	8	18	28	9422	0
0.578	0	0	58	9	21	28	9422	0
0.579	0	0	58	10	12	24	6882	0
0.584	0	0	59	5	21	28	9422	0
0.585	0	0	59	6	21	28	9422	0
0.591	0	0	60	2	15	26	7708	0
0.592	0	0	60	3	20	28	9422	0
0.593	0	0	60	4	5	26	7708	0
0.594	0	0	60	5	11	26	7708	0
0.595	0	0	60	6	8	26	7708	0
0.596	0	0	60	7	18	28	9422	0
0.597	0	0	60	8	4	26	7708	0
0.598	0	0	60	9	21	28	9422	0
0.599	0	0	60	10	12	24	6882	0
0.603	0	0	61	4	18	28	9422	0
0.605	0	0	61	6	21	28	9422	0
0.611	0	0	62	2	20	28	9422	0
0.612	0	0	62	3	5	26	7708	0
0.613	0	0	62	4	11	26	7708	0
0.614	0	0	62	5	8	26	7708	0
0.616	0	0	62	7	18	28	9422	0
0.617	0	0	62	8	4	26	7708	0
0.618	0	0	62	9	15	26	7708	0
0.623	0	0	63	4	18	28	9422	0
0.624	0	0	63	5	12	24	6882	0
0.625	0	0	63	6	15	26	7708	0
0.63	0	0	64	1	12	24	6882	0
0.632	0	0	64	3	20	28	9422	0
0.633	0	0	64	4	5	26	7708	0
0.634	0	0	64	5	11	26	7708	0
0.635	0	0	64	6	8	26	7708	0
0.637	0	0	64	8	18	28	9422	0
0.638	0	0	64	9	21	28	9422	0
0.639	0	0	64	10	4	26	7708	0
0.64	0	0	65	1	18	28	9422	0
0.641	0	0	65	2	15	26	7708	0
0.644	0	0	65	5	4	26	7708	0
0.645	0	0	65	6	21	28	9422	0
0.648	0	0	65	9	12	24	6882	0
0.652	0	0	66	3	20	28	9422	0
0.654	0	0	66	5	5	26	7708	0
0.655	0	0	66	6	11	26	7708	0
0.656	0	0	66	7	8	26	7708	0
0.658	0	0	66	9	4	26	7708	0
0.659	0	0	66	10	21	28	9422	0
0.66	0	0	67	1	18	28	9422	0
0.661	0	0	67	2	15	26	7708	0
0.665	0	0	67	6	4	26	7708	0
0.666	0	0	67	7	21	28	9422	0
0.668	0	0	67	9	12	24	6882	0
0.671	0	0	68	2	20	28	9422	0
0.672	0	0	68	3	5	26	7708	0
0.674	0	0	68	5	11	26	7708	0
0.675	0	0	68	6	8	26	7708	0
0.678	0	0	68	9	20	28	9422	0
0.679	0	0	68	10	5	26	7708	0
0.68	0	0	69	1	21	28	9422	0
0.681	0	0	69	2	18	28	9422	0
0.682	0	0	69	3	21	28	9422	0
0.686	0	0	69	7	4	26	7708	0
0.687	0	0	69	8	15	26	7708	0
0.693	0	0	70	4	4	26	7708	0
0.694	0	0	70	5	12	24	6882	0
0.696	0	0	70	7	20	28	9422	0
0.697	0	0	70	8	5	26	7708	0
0.698	0	0	70	9	11	26	7708	0
0.699	0	0	70	10	8	26	7708	0
0.7	0	0	71	1	12	24	6882	0
0.702	0	0	71	3	20	28	9422	0
0.703	0	0	71	4	5	26	7708	0
0.704	0	0	71	5	11	26	7708	0
0.705	0	0	71	6	8	26	7708	0
0.706	0	0	71	7	4	26	7708	0
0.707	0	0	71	8	21	28	9422	0
0.709	0	0	71	10	15	26	7708	0
0.714	0	0	72	5	12	24	6882	0
0.715	0	0	72	6	15	26	7708	0
0.716	0	0	72	7	20	28	9422	0
0.717	0	0	72	8	5	26	7708	0
0.718	0	0	72	9	11	26	7708	0
0.719	0	0	72	10	8	26	7708	0
0.72	0	0	73	1	12	24	6882	0
0.723	0	0	73	4	20	28	9422	0
0.724	0	0	73	5	5	26	7708	0
0.725	0	0	73	6	11	26	7708	0
0.726	0	0	73	7	8	26	7708	0
0.727	0	0	73	8	18	28	9422	0
0.728	0	0	73	9	4	26	7708	0
0.729	0	0	73	10	18	28	9422	0
0.731	0	0	74	2	18	28	9422	0
0.732	0	0	74	3	15	26	7708	0
0.733	0	0	74	4	18	28	9422	0
0.734	0	0	74	5	4	26	7708	0
0.735	0	0	74	6	20	28	9422	0
0.736	0	0	74	7	21	28	9422	0
0.737	0	0	74	8	5	26	7708	0
0.738	0	0	74	9	11	26	7708	0
0.741	0	0	75	2	21	28	9422	0
0.742	0	0	75	3	8	26	7708	0
0.744	0	0	75	5	12	24	6882	0
0.747	0	0	75	8	4	26	7708	0
0.752	0	0	76	3	18	28	9422	0
0.754	0	0	76	5	15	26	7708	0
0.756	0	0	76	7	20	28	9422	0
0.757	0	0	76	8	5	26	7708	0
0.758	0	0	76	9	11	26	7708	0
0.763	0	0	77	4	20	28	9422	0
0.764	0	0	77	5	5	26	7708	0
0.765	0	0	77	6	11	26	7708	0
0.766	0	0	77	7	8	26	7708	0
0.767	0	0	77	8	4	26	7708	0
0.768	0	0	77	9	21	28	9422	0
0.769	0	0	77	10	12	24	6882	0
0.775	0	0	78	6	12	24	6882	0
0.776	0	0	78	7	15	26	7708	0
0.777	0	0	78	8	20	28	9422	0
0.778	0	0	78	9	5	26	7708	0
0.779	0	0	78	10	11	26	7708	0
0.78	0	0	79	1	18	28	9422	0
0.79	0	0	80	1	21	28	9422	0
0.793	0	0	80	4	8	26	7708	0
0.794	0	0	80	5	12	24	6882	0
0.795	0	0	80	6	15	26	7708	0
0.797	0	0	80	8	20	28	9422	0
0.798	0	0	80	9	5	26	7708	0
0.799	0	0	80	10	11	26	7708	0
0.8	0	0	81	1	8	26	7708	0
0.801	0	0	81	2	12	24	6882	0
0.802	0	0	81	3	4	26	7708	0
0.807	0	0	81	8	17	28	9422	0
0.809	0	0	81	10	21	28	9422	0
0.814	0	0	82	5	18	28	9422	0
0.818	0	0	82	9	8	26	7708	0
0.819	0	0	82	10	12	24	6882	0
0.82	0	0	83	1	15	26	7708	0
0.821	0	0	83	2	20	28	9422	0
0.822	0	0	83	3	4	26	7708	0
0.823	0	0	83	4	5	26	7708	0
0.824	0	0	83	5	11	26	7708	0
0.825	0	0	83	6	8	26	7708	0
0.826	0	0	83	7	12	24	6882	0
0.827	0	0	83	8	15	26	7708	0
0.828	0	0	83	9	20	28	9422	0
0.829	0	0	83	10	5	26	7708	0
0.83	0	0	84	1	11	26	7708	0
0.834	0	0	84	5	17	28	9422	0
0.837	0	0	84	8	21	28	9422	0
0.839	0	0	84	10	8	26	7708	0
0.84	0	0	85	1	12	24	6882	0
0.841	0	0	85	2	18	28	9422	0
0.842	0	0	85	3	18	28	9422	0
0.843	0	0	85	4	15	26	7708	0
0.844	0	0	85	5	20	28	9422	0
0.845	0	0	85	6	5	26	7708	0
0.846	0	0	85	7	11	26	7708	0
0.848	0	0	85	9	18	28	9422	0
0.849	0	0	85	10	4	26	7708	0
0.856	0	0	86	7	4	26	7708	0
0.859	0	0	86	10	8	26	7708	0
0.86	0	0	87	1	12	24	6882	0
0.861	0	0	87	2	17	28	9422	0
0.862	0	0	87	3	18	28	9422	0
0.863	0	0	87	4	15	26	7708	0
0.864	0	0	87	5	21	28	9422	0
0.865	0	0	87	6	21	28	9422	0
0.866	0	0	87	7	20	28	9422	0
0.867	0	0	87	8	5	26	7708	0
0.868	0	0	87	9	11	26	7708	0
0.87	0	0	88	1	4	26	7708	0
0.871	0	0	88	2	21	28	9422	0
0.876	0	0	88	7	4	26	7708	0
0.88	0	0	89	1	8	26	7708	0
0.881	0	0	89	2	12	24	6882	0
0.882	0	0	89	3	18	28	9422	0
0.884	0	0	89	5	15	26	7708	0
0.885	0	0	89	6	20	28	9422	0
0.886	0	0	89	7	5	26	7708	0
0.887	0	0	89	8	11	26	7708	0
0.888	0	0	89	9	17	28	9422	0
0.89	0	0	90	1	4	26	7708	0
0.892	0	0	90	3	21	28	9422	0
0.897	0	0	90	8	4	26	7708	0
0.898	0	0	90	9	21	28	9422	0
0.9	0	0	91	1	8	26	7708	0
0.901	0	0	91	2	12	24	6882	0
0.902	0	0	91	3	18	28	9422	0
0.904	0	0	91	5	15	26	7708	0
0.905	0	0	91	6	20	28	9422	0
0.906	0	0	91	7	5	26	7708	0
0.907	0	0	91	8	11	26	7708	0
0.91	0	0	92	1	4	26	7708	0
0.911	0	0	92	2	21	28	9422	0
0.915	0	0	92	6	17	28	9422	0
0.918	0	0	92	9	8	26	7708	0
0.919	0	0	92	10	12	24	6882	0
0.928	0	0	93	9	15	26	7708	0
0.93	0	0	94	1	18	28	9422	0
0.931	0	0	94	2	20	28	9422	0
0.932	0	0	94	3	5	26	7708	0
0.933	0	0	94	4	11	26	7708	0
0.937	0	0	94	8	20	28	9422	0
0.938	0	0	94	9	4	26	7708	0
0.939	0	0	94	10	5	26	7708	0
0.94	0	0	95	1	11	26	7708	0
0.941	0	0	95	2	8	26	7708	0
0.942	0	0	95	3	12	24	6882	0
0.943	0	0	95	4	17	28	9422	0
0.944	0	0	95	5	10	28	9422	0
0.945	0	0	95	6	21	28	9422	0
0.947	0	0	95	8	15	26	7708	0
0.953	0	0	96	4	9	24	6882	0
0.958	0	0	96	9	20	28	9422	0
0.959	0	0	96	10	5	26	7708	0
0.96	0	0	97	1	11	26	7708	0
0.961	0	0	97	2	8	26	7708	0
0.962	0	0	97	3	12	24	6882	0
0.964	0	0	97	5	20	28	9422	0
0.965	0	0	97	6	5	26	7708	0
0.966	0	0	97	7	11	26	7708	0
0.967	0	0	97	8	8	26	7708	0
0.968	0	0	97	9	12	24	6882	0
0.969	0	0	97	10	15	26	7708	0
0.971	0	0	98	2	17	28	9422	0
0.972	0	0	98	3	18	28	9422	0
0.973	0	0	98	4	18	28	9422	0
0.974	0	0	98	5	4	26	7708	0
0.979	0	0	98	10	18	28	9422	0
0.98	0	0	99	1	9	24	6882	0
0.985	0	0	99	6	20	28	9422	0
0.988	0	0	99	9	5	26	7708	0
0.989	0	0	99	10	11	26	7708	0
0.99	0	0	100	1	8	26	7708	0
0.991	0	0	100	2	12	24	6882	0
0.992	0	0	100	3	15	26	7708	0
0.995	0	0	100	6	4	26	7708	0
1.001	0	0	101	2	18	28	9422	0
1.004	0	0	101	5	17	28	9422	0
1.007	0	0	101	8	9	24	6882	0
1.008	0	0	101	9	8	26	7708	0
1.009	0	0	101	10	12	24	6882	0
1.01	0	0	102	1	15	26	7708	0
1.012	0	0	102	3	20	28	9422	0
1.013	0	0	102	4	4	26	7708	0
1.014	0	0	102	5	5	26	7708	0
1.015	0	0	102	6	11	26	7708	0
1.019	0	0	102	10	18	28	9422	0
1.022	0	0	103	3	17	28	9422	0
1.026	0	0	103	7	8	26	7708	0
1.027	0	0	103	8	12	24	6882	0
1.028	0	0	103	9	15	26	7708	0
1.034	0	0	104	5	9	24	6882	0
1.038	0	0	104	9	20	28	9422	0
1.039	0	0	104	10	5	26	7708	0
1.04	0	0	105	1	4	26	7708	0
1.041	0	0	105	2	11	26	7708	0
1.045	0	0	105	6	20	28	9422	0
1.046	0	0	105	7	18	28	9422	0
1.048	0	0	105	9	17	28	9422	0
1.05	0	0	106	1	8	26	7708	0
1.051	0	0	106	2	12	24	6882	0
1.052	0	0	106	3	17	28	9422	0
1.053	0	0	106	4	15	26	7708	0
1.057	0	0	106	8	8	26	7708	0
1.058	0	0	106	9	12	24	6882	0
1.061	0	0	107	2	4	26	7708	0
1.062	0	0	107	3	9	24	6882	0
1.064	0	0	107	5	20	28	9422	0
1.065	0	0	107	6	5	26	7708	0
1.066	0	0	107	7	11	26	7708	0
1.07	0	0	108	1	20	28	9422	0
1.071	0	0	108	2	5	26	7708	0
1.072	0	0	108	3	11	26	7708	0
1.073	0	0	108	4	18	28	9422	0
1.076	0	0	108	7	8	26	7708	0
1.077	0	0	108	8	12	24	6882	0
1.078	0	0	108	9	15	26	7708	0
1.081	0	0	109	2	17	28	9422	0
1.082	0	0	109	3	4	26	7708	0
1.084	0	0	109	5	11	26	7708	0
1.088	0	0	109	9	4	26	7708	0
1.089	0	0	109	10	9	24	6882	0
1.091	0	0	110	2	20	28	9422	0
1.092	0	0	110	3	5	26	7708	0
1.094	0	0	110	5	8	26	7708	0
1.096	0	0	110	7	12	24	6882	0
1.097	0	0	110	8	15	26	7708	0
1.098	0	0	110	9	20	28	9422	0
1.099	0	0	110	10	5	26	7708	0
1.101	0	0	111	2	4	26	7708	0
1.102	0	0	111	3	18	28	9422	0
1.107	0	0	111	8	17	28	9422	0
1.108	0	0	111	9	18	28	9422	0
1.109	0	0	111	10	20	28	9422	0
1.11	0	0	112	1	5	26	7708	0
1.111	0	0	112	2	11	26	7708	0
1.112	0	0	112	3	8	26	7708	0
1.115	0	0	112	6	15	26	7708	0
1.117	0	0	112	8	9	24	6882	0
1.12	0	0	113	1	18	28	9422	0
1.124	0	0	113	5	12	24	6882	0
1.129	0	0	113	10	4	26	7708	0
1.13	0	0	114	1	11	26	7708	0
1.131	0	0	114	2	8	26	7708	0
1.133	0	0	114	4	15	26	7708	0
1.134	0	0	114	5	20	28	9422	0
1.135	0	0	114	6	5	26	7708	0
1.137	0	0	114	8	11	26	7708	0
1.138	0	0	114	9	8	26	7708	0
1.14	0	0	115	1	15	26	7708	0
1.141	0	0	115	2	20	28	9422	0
1.142	0	0	115	3	17	28	9422	0
1.144	0	0	115	5	9	24	6882	0
1.146	0	0	115	7	18	28	9422	0
1.149	0	0	115	10	4	26	7708	0
1.15	0	0	116	1	12	24	6882	0
1.151	0	0	116	2	15	26	7708	0
1.153	0	0	116	4	14	24	6882	0
1.154	0	0	116	5	20	28	9422	0
1.155	0	0	116	6	5	26	7708	0
1.156	0	0	116	7	4	26	7708	0
1.159	0	0	116	10	11	26	7708	0
1.16	0	0	117	1	8	26	7708	0
1.164	0	0	117	5	17	28	9422	0
1.166	0	0	117	7	18	28	9422	0
1.168	0	0	117	9	3	24	6882	0
1.17	0	0	118	1	4	26	7708	0
1.171	0	0	118	2	9	24	6882	0
1.172	0	0	118	3	12	24	6882	0
1.173	0	0	118	4	15	26	7708	0
1.174	0	0	118	5	20	28	9422	0
1.175	0	0	118	6	5	26	7708	0
1.177	0	0	118	8	4	26	7708	0
1.179	0	0	118	10	11	26	7708	0
1.18	0	0	119	1	8	26	7708	0
1.187	0	0	119	8	18	28	9422	0
1.19	0	0	120	1	12	24	6882	0
1.191	0	0	120	2	15	26	7708	0
1.192	0	0	120	3	20	28	9422	0
1.193	0	0	120	4	5	26	7708	0
1.196	0	0	120	7	3	24	6882	0
1.198	0	0	120	9	17	28	9422	0
1.199	0	0	120	10	9	24	6882	0
1.205	0	0	121	6	11	26	7708	0
1.206	0	0	121	7	8	26	7708	0
1.209	0	0	121	10	15	26	7708	0
1.21	0	0	122	1	20	28	9422	0
1.211	0	0	122	2	5	26	7708	0
1.212	0	0	122	3	6	28	9422	0
1.213	0	0	122	4	4	26	7708	0
1.216	0	0	122	7	12	24	6882	0
1.218	0	0	122	9	4	26	7708	0
1.223	0	0	123	4	18	28	9422	0
1.226	0	0	123	7	9	24	6882	0
1.228	0	0	123	9	3	24	6882	0
1.229	0	0	123	10	15	26	7708	0
1.23	0	0	124	1	20	28	9422	0
1.231	0	0	124	2	6	28	9422	0
1.232	0	0	124	3	5	26	7708	0
1.233	0	0	124	4	11	26	7708	0
1.234	0	0	124	5	8	26	7708	0
1.235	0	0	124	6	12	24	6882	0
1.236	0	0	124	7	15	26	7708	0
1.245	0	0	125	6	4	26	7708	0
1.246	0	0	125	7	18	28	9422	0
1.248	0	0	125	9	15	26	7708	0
1.249	0	0	125	10	20	28	9422	0
1.25	0	0	126	1	5	26	7708	0
1.251	0	0	126	2	11	26	7708	0
1.252	0	0	126	3	4	26	7708	0
1.253	0	0	126	4	8	26	7708	0
1.254	0	0	126	5	12	24	6882	0
1.255	0	0	126	6	15	26	7708	0
1.256	0	0	126	7	20	28	9422	0
1.257	0	0	126	8	5	26	7708	0
1.258	0	0	126	9	11	26	7708	0
1.259	0	0	126	10	6	28	9422	0
1.26	0	0	127	1	9	24	6882	0
1.263	0	0	127	4	3	24	6882	0
