timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1771730860838,00008,2,1,0,0,4,8,11.072003,69.000000,2,6.041372,59.000000,3,2.574953,52.000000,5,-4.346536,38.000000,8,-7.680560,31.000000,6,-10.071496,26.000000,7,-26.057531,0.000000,,,,,,
1771730860838,00012,2,1,0,0,4,12,7.814845,62.000000,3,7.775574,62.000000,2,-0.420314,46.000000,5,-8.070191,30.000000,7,-13.757482,19.000000,6,-14.566479,17.000000,8,-18.431229,9.000000,,,,,,
1771730860938,00005,3,3,0,0,4,5,-11.680997,23.000000,5,38.304199,124.000000,7,-3.119560,40.000000,2,-5.931127,34.000000,8,-13.023306,20.000000,6,-17.122318,12.000000,3,-29.331800,0.000000,,,,,,
1771730860938,00006,3,3,0,0,4,6,1.094293,49.000000,2,25.573974,98.000000,8,10.206877,67.000000,3,4.451508,55.000000,7,2.369838,51.000000,6,-11.966018,22.000000,5,-15.116999,16.000000,,,,,,
1771730860938,00011,3,3,0,0,4,11,-20.694652,5.000000,8,-0.324480,46.000000,7,-0.349050,46.000000,2,-0.400175,46.000000,5,-2.482087,41.000000,6,-6.380231,34.000000,3,-11.546100,23.000000,,,,,,
1771730861038,00012,1,1,0,0,4,12,8.698182,64.000000,3,8.364535,63.000000,8,0.725937,48.000000,2,-1.676008,43.000000,5,-8.690856,29.000000,7,-11.825672,23.000000,6,-15.996231,14.000000,,,,,,
1771730861138,00012,2,2,0,0,4,12,6.227365,59.000000,3,10.238794,67.000000,2,-1.977739,42.000000,8,-2.792805,41.000000,5,-9.636650,27.000000,7,-11.841261,22.000000,6,-15.141812,16.000000,,,,,,
1771730861138,00007,2,2,0,0,4,7,-4.353881,38.000000,6,17.982310,83.000000,5,9.492837,66.000000,7,-1.124967,44.000000,2,-4.691444,37.000000,3,-12.804625,21.000000,8,-18.156871,10.000000,,,,,,
1771730861238,00005,3,3,0,0,4,5,-12.889117,20.000000,5,14.438459,75.000000,2,-6.278776,34.000000,7,-10.500527,25.000000,6,-13.421957,19.000000,8,-17.276669,12.000000,3,-30.712427,0.000000,,,,,,
1771730861238,00009,3,3,0,0,4,9,-4.374866,38.000000,8,23.581224,94.000000,3,11.214316,69.000000,2,4.246684,55.000000,7,2.811360,52.000000,5,-3.407803,39.000000,6,-13.379512,19.000000,,,,,,
1771730861238,00014,3,3,0,0,4,14,-10.166591,26.000000,5,13.513373,74.000000,6,7.996606,62.000000,7,6.196237,59.000000,2,-5.218731,36.000000,3,-17.602068,11.000000,8,-35.043803,0.000000,,,,,,
1771730861338,00011,2,2,0,0,4,11,-13.746159,19.000000,2,2.204474,51.000000,8,-1.340066,44.000000,5,-2.650406,41.000000,7,-4.495980,37.000000,6,-4.503547,37.000000,3,-5.584183,35.000000,,,,,,
1771730861338,00004,2,2,0,0,4,4,-11.412139,23.000000,2,16.066198,79.000000,8,15.680545,78.000000,7,6.505307,59.000000,6,4.014141,54.000000,5,-12.232556,22.000000,3,-14.729150,17.000000,,,,,,
