timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1771730860838,00001,2,1,0,0,3,1,21.880428,90.000000,2,7.436635,61.000000,4,6.760496,60.000000,7,-5.393093,35.000000,8,-6.765530,33.000000,5,-13.041841,20.000000,6,-21.929460,2.000000,,,,,,
1771730860838,00002,2,1,0,0,3,2,11.463155,69.000000,8,9.432759,65.000000,2,5.180980,57.000000,5,-0.098233,46.000000,7,-1.582354,43.000000,4,-9.318679,28.000000,6,-19.961422,6.000000,,,,,,
1771730861038,00004,2,2,0,0,3,4,-13.807823,19.000000,2,20.667063,88.000000,8,10.701767,68.000000,7,9.104782,65.000000,6,0.380984,47.000000,4,-6.288815,34.000000,5,-13.996924,18.000000,,,,,,
1771730861038,00008,2,2,0,0,3,8,3.156114,53.000000,2,12.143655,71.000000,4,7.231587,61.000000,5,0.168887,47.000000,8,-2.294235,42.000000,6,-5.617428,35.000000,7,-25.287624,0.000000,,,,,,
1771730861138,00008,3,3,0,0,3,8,0.858576,48.000000,2,11.779368,70.000000,4,8.113906,63.000000,8,-6.188386,34.000000,5,-6.833596,33.000000,6,-6.935740,32.000000,7,-22.404442,1.000000,,,,,,
1771730861138,00009,3,3,0,0,3,9,11.170252,69.000000,8,27.523597,102.000000,2,5.179484,57.000000,7,4.295895,55.000000,5,-2.320710,42.000000,4,-6.705855,33.000000,6,-9.834855,27.000000,,,,,,
1771730861138,00011,3,3,0,0,3,11,-4.758030,37.000000,2,1.995624,50.000000,7,-1.136994,44.000000,5,-2.217190,42.000000,8,-2.326725,42.000000,6,-4.570780,37.000000,4,-15.455663,15.000000,,,,,,
1771730861238,00008,2,2,0,0,3,8,5.714562,58.000000,2,11.820861,70.000000,4,8.230380,63.000000,5,-6.025071,34.000000,8,-6.243154,34.000000,6,-11.954956,22.000000,7,-26.436064,0.000000,,,,,,
1771730861238,00007,2,2,0,0,3,7,-14.859709,16.000000,6,19.669777,86.000000,5,11.485438,70.000000,4,1.196228,49.000000,7,-4.726684,37.000000,2,-8.396256,29.000000,8,-19.428288,7.000000,,,,,,
1771730861338,00002,3,3,0,0,3,2,11.725172,70.000000,8,14.066203,75.000000,2,5.134740,57.000000,7,2.415771,51.000000,5,1.531759,49.000000,4,-12.619180,21.000000,6,-16.854911,12.000000,,,,,,
1771730861338,00005,3,3,0,0,3,5,-27.309516,0.000000,5,16.223847,79.000000,7,-5.174416,36.000000,2,-8.039487,30.000000,4,-9.949704,26.000000,8,-13.079588,20.000000,6,-14.646059,17.000000,,,,,,
1771730861338,00009,3,3,0,0,3,9,14.726844,76.000000,8,22.469761,92.000000,7,5.169560,57.000000,2,4.680509,56.000000,5,-2.934085,40.000000,4,-4.921847,36.000000,6,-10.079484,26.000000,,,,,,
